F,Seq,6dFGS,No,2MASX,MJD,z,S/N,R,Vd,e_Vd,elogVd,Cats,Simbad,_RA,_DE
F,02610,g0505277-415553,1,J05052767-4155527,52992.57,0.0523,7.3,8.9,113.7,35.9,0.137,Cats,Simbad,76.3653333,-41.9313056
F,02611,g0505349-190924,1,J05053491-1909232,53358.62,0.0540,11.1,13.8,219.0,24.2,0.048,Cats,Simbad,76.3954167,-19.1565278
F,02612,g0505364-241953,1,J05053638-2419533,52673.46,0.0346,15.5,14.2,201.3,20.9,0.045,Cats,Simbad,76.4015417,-24.3314722
F,02613,g0505399-234449,1,J05053988-2344492,52673.46,0.0347,23.0,23.4,171.6,11.5,0.029,Cats,Simbad,76.4161250,-23.7469444
F,02614,g0505492-283519,1,J05054920-2835193,52674.46,0.0382,17.7,11.9,298.8,26.1,0.038,Cats,Simbad,76.4550833,-28.5887222
F,02615,g0505531-283660,1,J05055315-2836593,52669.46,0.0381,10.9,12.3,191.2,24.7,0.056,Cats,Simbad,76.4713750,-28.6165278
F,02616,g0505570-242626,1,J05055703-2426263,52673.46,0.0340,15.3,16.5,129.7,19.1,0.064,Cats,Simbad,76.4876250,-24.4406667
F,02617,g0505579-464736,1,J05055783-4647356,53390.47,0.0342,12.0,14.4,180.5,22.0,0.053,Cats,Simbad,76.4910417,-46.7932500
F,02618,g0506082-171227,1,J05060819-1712268,53358.62,0.0432,8.9,10.9,101.2,35.0,0.150,Cats,Simbad,76.5342083,-17.2073889
F,02619,g0506097-450250,1,J05060967-4502496,53390.47,0.0331,19.7,17.9,157.9,13.8,0.038,Cats,Simbad,76.5402917,-45.0471111
F,02620,g0506166-211115,1,J05061653-2111151,52995.54,0.0305,14.5,13.6,133.9,22.2,0.072,Cats,Simbad,76.5689583,-21.1875556
F,02621,g0506333-173509,1,J05063327-1735088,53359.56,0.0159,39.8,18.3,236.7,8.7,0.016,Cats,Simbad,76.6385833,-17.5858333
F,02622,g0506337-453702,1,J05063372-4537019,53390.47,0.0397,23.1,15.1,244.7,14.6,0.026,Cats,Simbad,76.6404167,-45.6171944
F,02623,g0506387-165959,1,J05063865-1659590,53358.62,0.0304,18.6,18.3,180.6,14.1,0.034,Cats,Simbad,76.6610833,-16.9996944
F,02624,g0506450-251819,1,J05064500-2518185,52673.46,0.0408,7.7,8.4,136.7,33.7,0.107,Cats,Simbad,76.6875833,-25.3052222
F,02625,g0506457-175029,1,J05064566-1750290,52930.67,0.0280,11.3,14.9,104.8,23.9,0.099,Cats,Simbad,76.6902500,-17.8414167
F,02626,g0506478-280901,1,J05064777-2809015,52674.46,0.0392,18.5,16.1,197.3,14.5,0.032,Cats,Simbad,76.6991250,-28.1503889
F,02627,g0506482-213308,1,J05064821-2133077,53381.51,0.0419,12.0,12.1,129.9,26.9,0.090,Cats,Simbad,76.7009583,-21.5521389
F,02628,g0506510-202043,1,J05065095-2020428,53381.51,0.0316,19.9,16.5,182.9,13.1,0.031,Cats,Simbad,76.7122917,-20.3451944
F,02629,g0506573-730454,1,J05065733-7304540,53733.54,0.0256,14.2,19.4,129.9,18.5,0.062,Cats,Simbad,76.7386667,-73.0817500
F,02630,g0507055-342740,1,J05070550-3427394,52652.46,0.0408,9.1,12.7,163.0,21.8,0.058,Cats,Simbad,76.7728750,-34.4610278
F,02631,g0507080-195406,1,J05070800-1954058,53358.62,0.0265,20.8,19.7,173.8,12.0,0.030,Cats,Simbad,76.7833750,-19.9015556
F,02632,g0507088-164054,1,J05070875-1640539,53358.62,0.0427,20.7,13.0,242.1,15.1,0.027,Cats,Simbad,76.7865417,-16.6816111
F,02633,g0507107-585433,1,J05071061-5854325,53674.70,0.0474,15.2,13.8,177.0,18.7,0.046,Cats,Simbad,76.7943750,-58.9090278
F,02634,g0507240-461820,1,J05072402-4618193,53390.47,0.0427,33.0,22.9,243.2,10.1,0.018,Cats,Simbad,76.8500000,-46.3054444
F,02635,g0507353-230401,1,J05073526-2304009,52673.46,0.0337,34.1,25.6,203.5,8.0,0.017,Cats,Simbad,76.8968750,-23.0669722
F,02636,g0507371-195138,1,J05073712-1951379,52930.67,0.0314,14.5,19.1,126.6,16.3,0.056,Cats,Simbad,76.9047500,-19.8606389
F,02637,g0507395-193254,1,J05073951-1932539,52930.67,0.0304,14.5,15.3,139.7,17.0,0.053,Cats,Simbad,76.9146250,-19.5484167
F,02638,g0507396-201631,1,J05073954-2016309,52930.67,0.0313,12.0,14.7,167.5,23.1,0.060,Cats,Simbad,76.9147917,-20.2752222
F,02639,g0507408-280447,1,J05074075-2804463,52669.46,0.0381,13.0,15.3,154.6,23.5,0.066,Cats,Simbad,76.9198750,-28.0796111
F,02640,g0507446-075809,1,J05074461-0758095,53382.51,0.0148,31.1,16.1,110.7,10.7,0.042,Cats,Simbad,76.9359167,-7.9692778
F,02641,g0507537-113414,1,J05075371-1134136,53382.51,0.0396,8.2,9.4,123.9,32.2,0.113,Cats,Simbad,76.9738750,-11.5704167
F,02642,g0507577-710707,1,J05075769-7107071,53733.54,0.0446,9.0,8.4,204.8,35.4,0.075,Cats,Simbad,76.9902500,-71.1187222
F,02643,g0507597-220840,1,J05075972-2208397,52930.67,0.0328,13.8,19.3,208.2,18.2,0.038,Cats,Simbad,76.9987500,-22.1443889
F,02644,g0508057-201105,1,J05080568-2011048,52930.67,0.0264,15.6,18.0,130.3,18.0,0.060,Cats,Simbad,77.0237500,-20.1846389
F,02645,g0508063-472326,1,J05080625-4723257,53390.47,0.0471,14.1,11.2,192.5,21.7,0.049,Cats,Simbad,77.0261667,-47.3904722
F,02646,g0508088-220732,1,J05080879-2207318,52673.46,0.0331,33.7,22.9,217.3,9.0,0.018,Cats,Simbad,77.0366667,-22.1255278
F,02647,g0508183-194960,1,J05081826-1949598,53381.51,0.0300,28.5,19.9,181.3,10.0,0.024,Cats,Simbad,77.0761667,-19.8333056
F,02648,g0508304-373636,1,J05083040-3736362,52652.46,0.0530,10.2,9.8,281.0,31.1,0.048,Cats,Simbad,77.1267083,-37.6100833
F,02649,g0508386-181757,1,J05083858-1817568,53381.51,0.0504,8.1,10.4,112.6,32.7,0.126,Cats,Simbad,77.1606667,-18.2991389
F,02650,g0508401-153644,1,J05084006-1536439,53359.56,0.0534,9.6,8.6,164.6,32.6,0.086,Cats,Simbad,77.1668750,-15.6123056
F,02651,g0508412-181227,1,J05084125-1812268,52930.67,0.0294,10.9,14.5,114.9,26.5,0.100,Cats,Simbad,77.1718333,-18.2075000
F,02652,g0508427-291634,1,J05084275-2916336,52674.46,0.0129,14.7,15.0,110.7,18.4,0.072,Cats,Simbad,77.1780833,-29.2759722
F,02653,g0508454-761416,1,J05084539-7614157,53735.53,0.0448,8.0,11.1,111.8,34.8,0.135,Cats,Simbad,77.1892500,-76.2376389
F,02654,g0508489-200732,1,J05084882-2007319,53381.51,0.0310,17.2,13.8,110.8,19.9,0.078,Cats,Simbad,77.2035417,-20.1256111
F,02655,g0508494-224824,1,J05084934-2248239,52673.46,0.0334,17.0,15.7,112.0,17.8,0.069,Cats,Simbad,77.2056667,-22.8067222
F,02656,g0508515-182809,1,J05085150-1828089,52930.67,0.0495,11.4,14.3,163.5,18.4,0.049,Cats,Simbad,77.2146250,-18.4692222
F,02657,g0508529-291505,1,J05085291-2915046,52669.46,0.0126,23.0,20.2,101.3,13.8,0.059,Cats,Simbad,77.2204583,-29.2512500
F,02658,g0508534-233031,2,J05085341-2330309,52637.48,0.0536,11.8,14.1,134.4,21.4,0.069,Cats,Simbad,77.2225417,-23.5086111
F,02658,g0508534-233031,2,J05085341-2330309,52673.46,0.0536,8.1,9.0,111.1,45.8,0.179,Cats,Simbad,77.2225417,-23.5086111
F,02659,g0509022-201520,1,J05090224-2015200,53381.51,0.0150,37.5,24.1,172.1,6.3,0.016,Cats,Simbad,77.2592917,-20.2555556
F,02660,g0509080-754537,1,J05090792-7545369,53735.53,0.0440,8.4,10.0,165.0,37.2,0.098,Cats,Simbad,77.2831667,-75.7602500
F,02661,g0509138-181250,1,J05091377-1812499,53358.62,0.0501,8.5,11.5,161.0,33.7,0.091,Cats,Simbad,77.3074583,-18.2137778
F,02662,g0509201-181155,1,J05092006-1811545,53381.51,0.0494,10.7,13.4,161.0,22.2,0.060,Cats,Simbad,77.3336250,-18.1985278
F,02663,g0509255-334729,1,J05092549-3347284,52652.46,0.0543,10.0,9.2,161.0,24.8,0.067,Cats,Simbad,77.3562083,-33.7913056
F,02664,g0509329-202255,1,J05093288-2022556,52930.67,0.0423,16.1,17.2,136.2,16.9,0.054,Cats,Simbad,77.3870000,-20.3820556
F,02665,g0509465-165459,1,J05094645-1654590,53358.62,0.0526,12.5,14.3,153.6,21.9,0.062,Cats,Simbad,77.4436667,-16.9163889
F,02666,g0509561-002847,1,J05095603-0028470,53411.45,0.0285,16.0,16.8,123.7,17.9,0.063,Cats,Simbad,77.4835417,-0.4798333
F,02667,g0510027-254301,1,J05100264-2543011,52637.48,0.0465,9.3,12.9,102.5,26.0,0.110,Cats,Simbad,77.5110417,-25.7170000
F,02668,g0510047-531539,1,J05100473-5315387,53669.72,0.0392,8.8,12.6,185.5,28.6,0.067,Cats,Simbad,77.5196250,-53.2607500
F,02669,g0510068-243733,1,J05100679-2437331,52673.46,0.0338,11.6,14.9,148.1,22.8,0.067,Cats,Simbad,77.5284167,-24.6258333
F,02670,g0510080-004913,1,J05100803-0049130,53379.51,0.0270,12.2,15.3,134.1,22.8,0.074,Cats,Simbad,77.5333750,-0.8202500
F,02671,g0510092-005647,1,J05100922-0056470,53379.51,0.0268,11.9,11.7,148.8,25.4,0.074,Cats,Simbad,77.5385000,-0.9463611
F,02672,g0510113-004703,1,J05101129-0047023,53411.45,0.0282,8.4,8.1,112.3,32.1,0.124,Cats,Simbad,77.5470833,-0.7840278
F,02673,g0510123-373104,1,J05101224-3731039,52652.46,0.0530,5.9,9.4,140.7,41.1,0.127,Cats,Simbad,77.5510833,-37.5177222
F,02674,g0510125-163433,1,J05101254-1634328,53359.56,0.0430,10.9,13.8,123.0,24.9,0.088,Cats,Simbad,77.5522500,-16.5758333
F,02675,g0510161-181906,1,J05101606-1819059,53358.62,0.0514,19.5,17.1,250.2,14.4,0.025,Cats,Simbad,77.5670000,-18.3183333
F,02676,g0510181-181807,1,J05101810-1818070,53359.56,0.0515,9.6,12.8,149.0,25.0,0.073,Cats,Simbad,77.5753750,-18.3018889
F,02677,g0510234-182045,1,J05102343-1820450,52930.67,0.0489,6.3,8.7,100.0,38.7,0.168,Cats,Simbad,77.5976667,-18.3457500
F,02678,g0510341-192708,1,J05103408-1927080,52930.67,0.0548,13.1,12.0,144.2,20.3,0.061,Cats,Simbad,77.6420417,-19.4522778
F,02679,g0510579-064558,1,J05105791-0645579,52583.69,0.0348,7.4,10.4,118.5,38.5,0.141,Cats,Simbad,77.7413750,-6.7661667
F,02680,g0511004-084005,1,J05110045-0840049,53382.51,0.0357,14.6,16.7,203.8,16.9,0.036,Cats,Simbad,77.7518333,-8.6680833
F,02681,g0511011-162041,1,J05110109-1620408,53358.62,0.0431,18.1,21.0,201.7,16.7,0.036,Cats,Simbad,77.7546250,-16.3447222
F,02682,g0511040-131756,1,J05110403-1317559,53359.56,0.0411,7.5,9.0,258.5,48.2,0.081,Cats,Simbad,77.7668333,-13.2988889
F,02683,g0511048-131731,1,J05110479-1317309,53021.46,0.0431,19.6,15.4,237.6,14.8,0.027,Cats,Simbad,77.7700417,-13.2918611
F,02684,g0511058-110822,1,J05110576-1108219,53378.51,0.0362,8.1,10.1,134.5,29.7,0.096,Cats,Simbad,77.7740000,-11.1395000
F,02685,g0511086-190835,1,J05110860-1908349,53358.62,0.0521,12.4,14.4,106.4,21.8,0.089,Cats,Simbad,77.7859583,-19.1430556
F,02686,g0511096-294859,1,J05110962-2948584,52669.46,0.0369,10.9,13.8,127.6,25.6,0.087,Cats,Simbad,77.7900833,-29.8162778
F,02687,g0511263-165321,1,J05112634-1653210,53358.62,0.0418,20.2,20.9,122.9,13.0,0.046,Cats,Simbad,77.8597500,-16.8892500
F,02688,g0511275-723521,1,J05112746-7235208,53733.54,0.0439,11.9,9.4,206.2,30.4,0.064,Cats,Simbad,77.8645833,-72.5890278
F,02689,g0511312-003510,1,J05113119-0035096,53379.51,0.0143,27.3,19.7,153.1,9.9,0.028,Cats,Simbad,77.8799167,-0.5860000
F,02690,g0511317-255420,2,J05113169-2554196,52637.48,0.0465,6.3,10.5,153.7,34.7,0.098,Cats,Simbad,77.8821667,-25.9055556
F,02690,g0511317-255420,2,J05113169-2554196,52675.47,0.0465,16.5,19.0,140.3,15.2,0.047,Cats,Simbad,77.8821667,-25.9055556
F,02691,g0511338-150126,1,J05113375-1501258,53359.56,0.0424,12.1,11.2,185.0,23.4,0.055,Cats,Simbad,77.8907500,-15.0239444
F,02692,g0511421-191045,1,J05114206-1910448,53358.62,0.0537,14.6,14.7,156.9,16.3,0.045,Cats,Simbad,77.9252500,-19.1791944
F,02693,g0511430-272445,1,J05114295-2724446,52675.47,0.0384,11.2,12.2,161.1,25.2,0.068,Cats,Simbad,77.9290833,-27.4124444
F,02694,g0511435-190900,1,J05114347-1908598,53381.51,0.0533,8.7,11.2,145.9,30.6,0.091,Cats,Simbad,77.9311250,-19.1500278
F,02695,g0511465-170542,1,J05114647-1705419,53358.62,0.0422,20.8,19.7,235.1,13.0,0.024,Cats,Simbad,77.9437083,-17.0949444
F,02696,g0511465-175011,1,J05114652-1750109,52930.67,0.0472,11.3,10.6,133.7,28.3,0.092,Cats,Simbad,77.9438750,-17.8363889
F,02697,g0511483-252024,2,J05114824-2520236,52637.48,0.0379,8.0,13.2,108.6,30.3,0.121,Cats,Simbad,77.9510833,-25.3399167
F,02697,g0511483-252024,2,J05114824-2520236,52674.46,0.0379,13.1,13.3,107.6,21.8,0.088,Cats,Simbad,77.9510833,-25.3399167
F,02698,g0511517-561349,1,J05115176-5613490,53669.72,0.0547,11.0,13.1,149.7,21.7,0.063,Cats,Simbad,77.9655833,-56.2302222
F,02699,g0511527-270823,1,J05115270-2708224,52674.46,0.0383,20.6,18.3,182.5,12.6,0.030,Cats,Simbad,77.9695000,-27.1395833
F,02700,g0512063-192025,1,J05120625-1920250,53358.62,0.0543,9.5,11.1,135.7,29.7,0.095,Cats,Simbad,78.0261667,-19.3402500
F,02701,g0512080-265956,1,J05120806-2659564,52674.46,0.0377,14.1,13.4,160.5,20.0,0.054,Cats,Simbad,78.0335000,-26.9990000
F,02702,g0512085-192443,1,J05120851-1924430,52930.67,0.0544,13.8,13.7,199.0,17.4,0.038,Cats,Simbad,78.0354167,-19.4118889
F,02703,g0512133-160957,1,J05121328-1609570,53358.62,0.0417,20.9,18.1,175.6,13.7,0.034,Cats,Simbad,78.0553750,-16.1658889
F,02704,g0512259-100409,1,J05122588-1004087,53378.51,0.0355,13.8,13.1,168.5,19.4,0.050,Cats,Simbad,78.1078750,-10.0690556
F,02705,g0512270-191419,1,J05122699-1914187,52930.67,0.0546,13.3,14.8,263.1,25.4,0.042,Cats,Simbad,78.1124583,-19.2385278
F,02706,g0512289-075357,1,J05122887-0753567,53382.51,0.0386,12.3,14.6,138.6,21.4,0.067,Cats,Simbad,78.1202500,-7.8990278
F,02707,g0512311-722937,1,J05123115-7229370,53733.54,0.0438,10.2,11.1,114.0,31.2,0.119,Cats,Simbad,78.1296250,-72.4935833
F,02708,g0512343-181742,1,J05123427-1817417,52930.67,0.0539,19.2,17.1,239.8,13.8,0.025,Cats,Simbad,78.1428333,-18.2949167
F,02709,g0512396-182051,1,J05123961-1820507,52584.67,0.0546,8.8,11.5,186.5,29.2,0.068,Cats,Simbad,78.1650000,-18.3475000
F,02710,g0512444-232713,1,J05124440-2327127,52995.54,0.0332,16.0,16.1,200.7,17.6,0.038,Cats,Simbad,78.1849167,-23.4535833
F,02711,g0512473-021349,1,J05124731-0213493,53379.51,0.0252,22.5,20.0,194.5,11.2,0.025,Cats,Simbad,78.1971250,-2.2303333
F,02712,g0512503-240755,2,J05125022-2407556,52637.48,0.0334,14.3,11.3,182.4,21.8,0.052,Cats,Simbad,78.2093750,-24.1320556
F,02712,g0512503-240755,2,J05125022-2407556,52675.47,0.0334,24.7,16.4,193.1,14.7,0.033,Cats,Simbad,78.2093750,-24.1320556
F,02713,g0512534-232645,1,J05125340-2326449,52694.47,0.0323,21.1,23.6,160.6,10.0,0.027,Cats,Simbad,78.2225833,-23.4457778
F,02714,g0512556-532413,1,J05125555-5324134,53707.58,0.0516,9.5,12.1,193.3,26.3,0.059,Cats,Simbad,78.2316250,-53.4036944
F,02715,g0512570-610957,1,J05125705-6109576,53674.70,0.0521,8.8,9.4,180.3,32.4,0.078,Cats,Simbad,78.2376250,-61.1659444
F,02716,g0512576-191716,1,J05125753-1917159,52930.67,0.0544,13.9,16.7,226.3,17.7,0.034,Cats,Simbad,78.2397917,-19.2878333
F,02717,g0513022-531957,1,J05130213-5319573,53669.72,0.0507,11.5,11.4,263.3,29.7,0.049,Cats,Simbad,78.2590000,-53.3325833
F,02718,g0513062-242448,1,J05130614-2424483,52694.47,0.0548,8.0,8.8,144.0,39.5,0.119,Cats,Simbad,78.2757083,-24.4133333
F,02719,g0513087-193805,1,J05130864-1938049,52930.67,0.0425,14.1,14.0,154.9,19.3,0.054,Cats,Simbad,78.2860833,-19.6346667
F,02720,g0513127-195010,1,J05131269-1950098,52930.67,0.0427,12.6,15.7,159.1,18.7,0.051,Cats,Simbad,78.3028750,-19.8361111
F,02721,g0513184-221333,1,J05131838-2213328,52930.67,0.0306,9.3,11.2,112.2,38.8,0.150,Cats,Simbad,78.3266667,-22.2257500
F,02722,g0513353-173855,1,J05133533-1738551,53358.62,0.0269,19.7,16.4,178.2,13.5,0.033,Cats,Simbad,78.3971667,-17.6486111
F,02723,g0513391-281008,1,J05133903-2810073,52669.46,0.0371,22.6,18.5,193.1,12.0,0.027,Cats,Simbad,78.4127500,-28.1687778
F,02724,g0513399-073828,1,J05133987-0738276,53382.51,0.0346,14.5,14.1,163.6,21.5,0.057,Cats,Simbad,78.4160833,-7.6410278
F,02725,g0513555-083501,1,J05135555-0835006,53382.51,0.0397,11.0,13.4,107.4,28.4,0.115,Cats,Simbad,78.4814167,-8.5835000
F,02726,g0514063-171051,1,J05140630-1710510,53359.56,0.0455,11.7,12.3,198.1,25.1,0.055,Cats,Simbad,78.5262083,-17.1809444
F,02727,g0514099-480253,1,J05140987-4802524,53671.64,0.0474,14.5,15.1,139.9,20.3,0.063,Cats,Simbad,78.5411667,-48.0479167
F,02728,g0514102-060853,1,J05141021-0608526,52583.69,0.0246,13.4,9.1,118.8,32.0,0.117,Cats,Simbad,78.5425417,-6.1480000
F,02729,g0514140-121955,1,J05141395-1219551,53382.51,0.0337,7.4,10.7,124.8,33.3,0.116,Cats,Simbad,78.5581250,-12.3319167
F,02730,g0514195-234227,1,J05141951-2342270,52675.47,0.0341,10.3,13.9,103.1,29.9,0.126,Cats,Simbad,78.5812917,-23.7075278
F,02731,g0514218-604728,1,J05142170-6047281,53708.59,0.0385,6.2,8.5,157.1,45.2,0.125,Cats,Simbad,78.5906250,-60.7911944
F,02732,g0514308-443044,1,J05143084-4430432,52992.57,0.0504,11.5,12.8,101.4,25.9,0.111,Cats,Simbad,78.6285000,-44.5121111
F,02733,g0514316-475924,1,J05143169-4759244,53390.47,0.0467,13.3,11.2,204.5,21.2,0.045,Cats,Simbad,78.6318333,-47.9900833
F,02734,g0514325-185026,1,J05143247-1850254,53358.62,0.0544,7.3,10.3,137.5,34.5,0.109,Cats,Simbad,78.6353750,-18.8404444
F,02735,g0514360-452758,1,J05143605-4527581,53671.64,0.0423,14.4,13.9,176.6,18.7,0.046,Cats,Simbad,78.6501250,-45.4661111
F,02736,g0514364-234826,1,J05143642-2348264,52675.47,0.0352,10.9,12.6,137.1,27.5,0.087,Cats,Simbad,78.6518333,-23.8073056
F,02737,g0514388-234434,1,J05143882-2344334,52673.46,0.0357,9.8,10.7,190.7,28.5,0.065,Cats,Simbad,78.6617917,-23.7426389
F,02738,g0514427-104635,1,J05144274-1046344,53378.51,0.0249,13.1,13.6,152.4,21.4,0.061,Cats,Simbad,78.6780417,-10.7763056
F,02739,g0514431-611125,1,J05144311-6111252,53674.70,0.0305,15.2,15.6,240.9,20.0,0.036,Cats,Simbad,78.6797500,-61.1903333
F,02740,g0514535-033008,1,J05145348-0330076,53379.51,0.0285,12.8,13.6,138.1,23.5,0.074,Cats,Simbad,78.7228333,-3.5021667
F,02741,g0515012-460857,1,J05150113-4608573,53390.47,0.0488,10.1,8.4,167.8,34.4,0.089,Cats,Simbad,78.7547917,-46.1491944
F,02742,g0515124-450222,1,J05151241-4502223,53390.47,0.0516,9.6,9.1,125.5,32.7,0.113,Cats,Simbad,78.8017083,-45.0394444
F,02743,g0515138-223301,1,J05151384-2233012,52694.47,0.0141,32.3,29.3,109.7,8.1,0.032,Cats,Simbad,78.8076250,-22.5502778
F,02744,g0515146-042407,1,J05151464-0424073,53379.51,0.0241,17.4,14.7,198.1,16.0,0.035,Cats,Simbad,78.8109167,-4.4020278
F,02745,g0515158-280504,1,J05151581-2805035,52669.46,0.0379,15.4,17.3,123.6,20.5,0.072,Cats,Simbad,78.8158333,-28.0843611
F,02746,g0515177-443637,1,J05151768-4436372,53671.64,0.0516,8.0,10.0,198.0,31.5,0.069,Cats,Simbad,78.8236250,-44.6103889
F,02747,g0515296-184243,1,J05152960-1842430,53358.62,0.0538,16.8,15.4,245.1,17.5,0.031,Cats,Simbad,78.8732917,-18.7120000
F,02748,g0515324-620003,1,J05153235-6200023,53708.59,0.0147,30.1,21.1,186.5,8.6,0.020,Cats,Simbad,78.8848333,-62.0007222
F,02749,g0515327-442622,1,J05153273-4426218,52992.57,0.0416,17.0,14.6,126.8,19.0,0.065,Cats,Simbad,78.8863750,-44.4394167
F,02750,g0515328-183853,1,J05153284-1838530,52584.67,0.0548,6.5,8.9,111.2,45.3,0.177,Cats,Simbad,78.8867917,-18.6480000
F,02751,g0515342-032207,1,J05153414-0322071,53379.51,0.0257,16.0,18.4,141.0,16.9,0.052,Cats,Simbad,78.8922917,-3.3686111
F,02752,g0515393-563703,1,J05153927-5637028,53669.72,0.0514,9.8,11.9,177.0,24.5,0.060,Cats,Simbad,78.9136667,-56.6174167
F,02753,g0515416-481926,1,J05154155-4819264,53390.47,0.0458,10.9,12.4,181.6,24.3,0.058,Cats,Simbad,78.9232500,-48.3239167
F,02754,g0515531-224423,1,J05155312-2244229,52694.47,0.0311,23.3,19.2,183.7,12.3,0.029,Cats,Simbad,78.9712917,-22.7396667
F,02755,g0516091-540617,1,J05160912-5406166,53669.72,0.0134,30.3,21.1,131.1,9.4,0.031,Cats,Simbad,79.0378750,-54.1046667
F,02756,g0516097-505342,1,J05160962-5053416,53706.60,0.0444,16.1,17.2,169.9,14.5,0.037,Cats,Simbad,79.0402500,-50.8949444
F,02757,g0516100-734029,1,J05161004-7340293,53735.53,0.0306,13.7,15.6,101.4,21.2,0.091,Cats,Simbad,79.0417500,-73.6747778
F,02758,g0516115-203556,1,J05161148-2035563,52584.67,0.0532,10.3,11.6,138.5,23.6,0.074,Cats,Simbad,79.0478750,-20.5990000
F,02759,g0516169-202644,1,J05161696-2026443,52584.67,0.0541,13.1,12.9,217.9,21.1,0.042,Cats,Simbad,79.0705833,-20.4456667
F,02760,g0516203-231444,1,J05162025-2314433,52694.47,0.0342,15.6,17.1,157.8,16.4,0.045,Cats,Simbad,79.0844167,-23.2454167
F,02761,g0516206-212959,1,J05162053-2129593,52995.54,0.0461,10.3,11.9,124.6,29.0,0.101,Cats,Simbad,79.0856250,-21.4997500
F,02762,g0516213-554746,1,J05162126-5547457,53669.72,0.0545,7.9,11.8,151.0,29.6,0.085,Cats,Simbad,79.0887083,-55.7961111
F,02763,g0516237-170935,1,J05162371-1709354,53359.56,0.0447,12.3,15.1,167.3,19.3,0.050,Cats,Simbad,79.0988750,-17.1598056
F,02764,g0516330-154730,1,J05163297-1547300,53358.62,0.0441,9.5,11.2,191.2,27.7,0.063,Cats,Simbad,79.1373333,-15.7916389
F,02765,g0516332-414307,1,J05163325-4143073,52992.57,0.0518,9.6,10.6,136.5,30.8,0.098,Cats,Simbad,79.1384167,-41.7186389
F,02766,g0516522-164720,1,J05165219-1647200,53359.56,0.0540,11.7,13.3,169.7,19.9,0.051,Cats,Simbad,79.2174583,-16.7889722
F,02767,g0517002-164524,1,J05170021-1645239,53358.62,0.0545,17.7,15.6,264.1,20.1,0.033,Cats,Simbad,79.2508750,-16.7567222
F,02768,g0517079-540401,1,J05170793-5404010,53707.58,0.0141,23.5,18.7,138.4,11.5,0.036,Cats,Simbad,79.2829583,-54.0670278
F,02769,g0517084-182625,1,J05170842-1826247,52584.67,0.0545,9.3,15.4,128.9,24.0,0.081,Cats,Simbad,79.2851250,-18.4401667
F,02770,g0517126-115501,1,J05171257-1155012,53378.51,0.0540,9.0,12.5,128.0,24.8,0.084,Cats,Simbad,79.3023750,-11.9170556
F,02771,g0517262-623635,1,J05172613-6236346,53708.59,0.0497,16.4,15.6,143.7,16.5,0.050,Cats,Simbad,79.3590833,-62.6095833
F,02772,g0517281-461248,1,J05172815-4612478,53671.64,0.0481,11.3,13.1,189.3,20.5,0.047,Cats,Simbad,79.3672083,-46.2133611
F,02773,g0517578-122645,1,J05175786-1226450,53378.51,0.0541,12.1,15.6,148.9,20.9,0.061,Cats,Simbad,79.4910000,-12.4457778
F,02774,g0517599-335444,1,J05175993-3354442,52971.67,0.0369,22.5,20.4,205.4,14.7,0.031,Cats,Simbad,79.4996667,-33.9121944
F,02775,g0518136-723450,1,J05181367-7234500,53735.53,0.0459,12.9,13.5,160.7,20.0,0.054,Cats,Simbad,79.5567917,-72.5805556
F,02776,g0518157-245517,1,J05181570-2455168,52675.47,0.0348,27.2,22.5,119.0,9.6,0.035,Cats,Simbad,79.5654583,-24.9213889
F,02777,g0518166-153247,1,J05181655-1532465,53359.56,0.0424,17.1,15.0,236.9,19.1,0.035,Cats,Simbad,79.5690417,-15.5463333
F,02778,g0518187-211940,1,J05181871-2119397,52584.67,0.0296,11.5,16.6,107.4,24.7,0.100,Cats,Simbad,79.5779167,-21.3276944
F,02779,g0518218-152954,1,J05182174-1529544,53377.52,0.0450,5.5,9.2,193.1,44.0,0.099,Cats,Simbad,79.5907083,-15.4983333
F,02780,g0518259-173135,1,J05182587-1731344,53358.62,0.0428,17.8,17.3,176.0,14.2,0.035,Cats,Simbad,79.6078750,-17.5262778
F,02781,g0518311-133201,1,J05183114-1332009,53377.52,0.0533,11.0,11.6,102.5,27.4,0.116,Cats,Simbad,79.6297083,-13.5336667
F,02782,g0518430-175944,1,J05184298-1759444,52584.67,0.0354,8.3,11.2,112.4,37.8,0.146,Cats,Simbad,79.6791250,-17.9956389
F,02783,g0518433-363827,1,J05184329-3638267,52971.67,0.0409,10.5,11.9,187.9,24.7,0.057,Cats,Simbad,79.6804167,-36.6408333
F,02784,g0518450-363804,1,J05184503-3638037,52652.46,0.0419,13.1,12.0,204.5,20.2,0.043,Cats,Simbad,79.6876667,-36.6343611
F,02785,g0518486-183931,1,J05184854-1839304,52584.67,0.0472,12.7,13.0,228.3,21.6,0.041,Cats,Simbad,79.7022917,-18.6585000
F,02786,g0518508-114708,1,J05185077-1147082,53378.51,0.0530,11.7,8.6,196.3,27.6,0.061,Cats,Simbad,79.7114583,-11.7856667
F,02787,g0519004-244647,1,J05190039-2446474,52694.47,0.0329,8.9,12.5,104.6,32.3,0.134,Cats,Simbad,79.7516667,-24.7797778
F,02788,g0519010-162929,1,J05190098-1629292,53359.56,0.0548,18.4,15.3,246.1,17.6,0.031,Cats,Simbad,79.7540833,-16.4914444
